Наименование;Остаток;КодТовара;Артикул;Производитель;Тип;Описание;Цена;ШтрихКод;Упаковка;СрокГодности;Марка;ТоварнаяКатегория;Товар;РейтингПродаж;Категория;ABV;IBU;Plato;СтильПива;UntappdRef;EBC;id_объекта
Rewort Brewery “Jack L.” (Double Stout) алк. 8,5% / ДЖЕК Л, ж/б 0,45л;175;00-00021003;JACK L. (ж/б 0,45л);Rewort;Товар;;264;4670161155183;кор. 12х0,45л ж/б;365;Jack L.;Jack L.;Rewort Brewery “Jack L.” (Double Stout) алк. 8,5% / ДЖЕК Л, ж/б 0,45л;;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort ж>б;8,50;25;18,50;Double Stout;5855030;;f1cbb049-b58b-11f0-9bb2-000c296fac54
Plan B "Parhelion" (Double IPA) алк. 8% / Паргелион, ж/б 0,45л;61;00-00021083;PARHELION (ж/б 0,45л);Plan B;Товар;;322;4650139081263;кор. 12х0,45л ж/б;180;Parhelion;Parhelion;Plan B "Parhelion" (Double IPA) алк. 8% / Паргелион, ж/б 0,45л;;Алкогольная продукция>Plan B Brewery>Plan B ж>б;8;70;19;Double New England IPA;4299316;;63596239-beee-11f0-9bb2-000c296fac54
Rewort Brewery "Resurrection" (Non-Alcoholic - IPA) алк. 0,5% / ЗЕРО 2, ж/б 0,45л;1168;00-00021480;RESURRECTION (ж/б 0,45л);Rewort;Товар;;243;4630522440679;кор. 12х0,45л ж/б;365;Resurrection;Resurrection;Rewort Brewery "Resurrection" (Non-Alcoholic - IPA) алк. 0,5% / ЗЕРО 2, ж/б 0,45л;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort б>а;0,50;20;7;Non Alco IPA;6489395;6;fc3232c9-df06-11f0-9bb5-000c296fac54
Rewort Brewery "Resurrection" (Non-Alcoholic - IPA) алк. 0,5% / ЗЕРО 2, ж/б 0,45л;1168;00-00021480;RESURRECTION (ж/б 0,45л);Rewort;Товар;;243;4670161159389;кор. 12х0,45л ж/б;365;Resurrection;Resurrection;Rewort Brewery "Resurrection" (Non-Alcoholic - IPA) алк. 0,5% / ЗЕРО 2, ж/б 0,45л;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort б>а;0,50;20;7;Non Alco IPA;6489395;6;fc3232c9-df06-11f0-9bb5-000c296fac54
Rewort Brewery "Brick Lane" (Sour - Tomato / Vegetable Gose) алк. 6,3% / БРИК-ЛЭЙН, ж/б 0,45л;3250;00-00021520;BRICK LANE (ж/б 0,45л);Rewort;Товар;;275;4670161154681;кор. 12х0,45л ж/б;365;Brick Lane;Brick Lane;Rewort Brewery "Brick Lane" (Sour - Tomato / Vegetable Gose) алк. 6,3% / БРИК-ЛЭЙН, ж/б 0,45л;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort ж>б;6;15;20;Gose;6552060;50;3f2059e7-e4b7-11f0-9bb5-000c296fac54
Rewort Brewery "Brick Lane" (Sour - Tomato / Vegetable Gose) алк. 6,3% / БРИК-ЛЭЙН, ж/б 0,45л;3250;00-00021520;BRICK LANE (ж/б 0,45л);Rewort;Товар;;275;4670161157811;кор. 12х0,45л ж/б;365;Brick Lane;Brick Lane;Rewort Brewery "Brick Lane" (Sour - Tomato / Vegetable Gose) алк. 6,3% / БРИК-ЛЭЙН, ж/б 0,45л;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort ж>б;6;15;20;Gose;6552060;50;3f2059e7-e4b7-11f0-9bb5-000c296fac54
Zavod "Blackberry Blood" (Sour Ale) алк. 4,4% / Блекбери блад, ж/б  0,45л;35;00-00021554;BLACKBERRY BLOOD (ж/б  0,45л);Zavod Brewery;Товар;;353;4607967292712;кор. 20х0,45л ж/б;360;Blackberry Blood;Blackberry Blood;Zavod "Blackberry Blood" (Sour Ale) алк. 4,4% / Блекбери блад, ж/б  0,45л;;Алкогольная продукция>Zavod Brewery>Zavod Brewery ж>б;4,40;;;Sour Ale;4263864;;f558b5d8-f209-11f0-9bb6-000c296fac54
Salden's "Czech Desitka" (Lager) алк 4.5%/Салденс Деситка, пэт кег 30л;30;00-00021641;CZECH DESITKA (пэт кег 30л);Salden's;Товар;Amarillo, Columbus, Simcoe, Citra, Mosaic, Summit;296;4620085783306;пэт кег 30л;180;Czech Desitka;Czech Desitka;Salden's "Czech Desitka" (Lager) алк 4.5%/Салденс Деситка, пэт кег 30л;;Алкогольная продукция>Saldens>Saldens кеги;4,50;20;;Lager;4313949;;de1f3de1-fab7-11f0-9bb8-000c296fac54
Big Village "Distrust" (New England Pale Ale) алк. 6% / Дистраст, ж/б 0,45л;47;00-00019443;DISTRUST (ж/б 0,45л);Big Village;Товар;;321;4620197361027;кор. 12х0,45л ж/б;180;Distrust;Distrust;Big Village "Distrust" (New England Pale Ale) алк. 6% / Дистраст, ж/б 0,45л;Новинка!;Алкогольная продукция>Big Village>Big Village ж>б;6;25;15;New England Pale Ale;3750793;;5b51e80b-42a8-11f0-9bac-000c296fac54
Big Village "Distrust" (New England Pale Ale) алк. 6% / Дистраст, ж/б 0,45л;47;00-00019443;DISTRUST (ж/б 0,45л);Big Village;Товар;;321;4620197362994;кор. 12х0,45л ж/б;180;Distrust;Distrust;Big Village "Distrust" (New England Pale Ale) алк. 6% / Дистраст, ж/б 0,45л;Новинка!;Алкогольная продукция>Big Village>Big Village ж>б;6;25;15;New England Pale Ale;3750793;;5b51e80b-42a8-11f0-9bac-000c296fac54
Заповедник "Top Hat" (Hopped Cider) алк. 5,5% / Топ Хэт, кег 30л;30;00-00019502;TOP HAT (кег 30л);Заповедник;Товар;;490;4603759677590;пэт кег 30л;730;Top Hat;Top Hat;Заповедник "Top Hat" (Hopped Cider) алк. 5,5% / Топ Хэт, кег 30л;;Алкогольная продукция>Заповедник>Заповедник кег;5,50;;;Hopped Cider;4605815;;16627eaa-45e2-11f0-9bac-000c296fac54
Zavod "Cherry On Top" (Fruit Beer) алк. 6,9% / Вишенка на торте, ж/б 0,45л;18;00-00019548;CHERRY ON TOP (FRUIT BEER) (ж/б 0,45л);Zavod Brewery;Товар;;327;4607967292743;кор. 20х0,45л ж/б;360;Cherry On Top (Fruit Beer);Cherry On Top (Fruit Beer);Zavod "Cherry On Top" (Fruit Beer) алк. 6,9% / Вишенка на торте, ж/б 0,45л;;Алкогольная продукция>Zavod Brewery>Zavod Brewery ж>б;6,90;10;;Fruit Beer;4754055;;37d95696-4b45-11f0-9bac-000c296fac54
Stamm Brewing "4 In 1 Super Sour" (Fruited Sour) алк 7% / Империал Саур Эль, ж/б 0,45л;18;00-00019642;4 IN 1 SUPER SOUR (ж/б 0,45л);Stamm Brewing;Товар;;365;4610297650510;кор. 12х0,45л ж/б;365;4 in 1 Super Sour;4 in 1 Super Sour;Stamm Brewing "4 In 1 Super Sour" (Fruited Sour) алк 7% / Империал Саур Эль, ж/б 0,45л;;Алкогольная продукция>Stamm Brewing>Stamm Brewing ж>б, бут;7;;;Sour - Fruited;3640169;;ffd0ee6d-4db3-11f0-9bac-000c296fac54
Stamm Brewing "4 In 1 Super Sour" (Fruited Sour) алк 7% / Империал Саур Эль, ж/б 0,45л;18;00-00019642;4 IN 1 SUPER SOUR (ж/б 0,45л);Stamm Brewing;Товар;;365;4610297651456;кор. 12х0,45л ж/б;365;4 in 1 Super Sour;4 in 1 Super Sour;Stamm Brewing "4 In 1 Super Sour" (Fruited Sour) алк 7% / Империал Саур Эль, ж/б 0,45л;;Алкогольная продукция>Stamm Brewing>Stamm Brewing ж>б, бут;7;;;Sour - Fruited;3640169;;ffd0ee6d-4db3-11f0-9bac-000c296fac54
1,5 л бцв. 28 гр ПЭТ бутылка (упаковка 50 шт);1050;00-00009524;1,5 л бцв. 28 гр ПЭТ бутылка (упаковка 50 шт);ПБ;Товар;;88;;;0;1,5 л бцв. 28 гр ПЭТ бутылка (упаковка 60 шт);1,5 л бцв. 28 гр ПЭТ бутылка (упаковка 60 шт);1,5 л бцв. 28 гр ПЭТ бутылка (упаковка 50 шт);;Сопутствующие товары>ПЭТ ТАРА ПАКЕТЫ>ПЭТ;;;;;;;58c23f59-07f5-11ed-80e5-000c29d24b62
Ostrovica "Holy DIPA" (Double IPA), алк. 8,2% / Островица  Холи ДИПЭ, пэт кег 20л;120;00-00003210;HOLY DIPA (пэт кег 20л);Ostrovica Brewery;Товар;Двойной индийский эль. Светлый эль с ярким хмелевым ароматом и выраженной горечью.;423;4640205264881;пэт кег 20л;180;Holy DIPA;Holy DIPA;Ostrovica "Holy DIPA" (Double IPA), алк. 8,2% / Островица  Холи ДИПЭ, пэт кег 20л;;Алкогольная продукция>Ostrovica (Аша)>Ostrovica кег;8,20;100;19;Double IPA;1962051;;9e06e335-85fd-11ea-80ed-000c29e252b5
Plan B "Солнечный Ветер" (American Pale Ale) алк. 4,8% / Солнечный Ветер, пэт кег 20л;180;00-00004018;СОЛНЕЧНЫЙ ВЕТЕР (пэт кег 20л);Plan B;Товар;;411;4650139080402;пэт кег 20л;180;Солнечный Ветер;Солнечный Ветер;Plan B "Солнечный Ветер" (American Pale Ale) алк. 4,8% / Солнечный Ветер, пэт кег 20л;;Алкогольная продукция>Plan B Brewery>Plan B Brewery кег;4,80;35;13;American Pale Ale;1034461;;0d9788a7-047e-11eb-80ef-000c29e252b5
White Phoenix "White Phoenix Виноград-Мандарин"(Mead) алк.5,6%/Белый Ф.Виноград-мандарин, бут 0,45л;126;00-00011079;WHITE PHOENIX ВИНОГРАД-МАНДАРИН (бут 0,45л);White Phoenix;Товар;;180;4630178430208;кор. 12х0,45л ст бут.;730;White Phoenix Grape & Mandarin;White Phoenix Grape & Mandarin;White Phoenix "White Phoenix Виноград-Мандарин"(Mead) алк.5,6%/Белый Ф.Виноград-мандарин, бут 0,45л;;Алкогольная продукция>Cider House>White Phoenix>White Phoenix ж\б бут;5,60;;;Mead;4584274;;b29b8dea-9187-11ed-80fb-000c29d24b62
White Phoenix "White Phoenix Виноград-Мандарин"(Mead) алк.5,6%/Белый Ф.Виноград-мандарин, бут 0,45л;126;00-00011079;WHITE PHOENIX ВИНОГРАД-МАНДАРИН (бут 0,45л);White Phoenix;Товар;;180;4630178431274;кор. 12х0,45л ст бут.;730;White Phoenix Grape & Mandarin;White Phoenix Grape & Mandarin;White Phoenix "White Phoenix Виноград-Мандарин"(Mead) алк.5,6%/Белый Ф.Виноград-мандарин, бут 0,45л;;Алкогольная продукция>Cider House>White Phoenix>White Phoenix ж\б бут;5,60;;;Mead;4584274;;b29b8dea-9187-11ed-80fb-000c29d24b62
Salden's "Tomato gose Light Chili Edition" (Gose) алк, 5,0% / Т. Г. Средне Острый, жб. 0,45л;43;00-00018574;TOMATO GOSE LIGHT CHILI EDITION (жб. 0,45л);Salden's;Товар;Пиво с пряностями, травами и овощами.;296;4620085785072;кор. 20х0,45л ж/б;180;Tomato gose Light Chili Edition;Tomato gose Light Chili Edition;Salden's "Tomato gose Light Chili Edition" (Gose) алк, 5,0% / Т. Г. Средне Острый, жб. 0,45л;;Алкогольная продукция>Saldens>Salden's ж>б;5;15;;Tomato Gose;3122568;;c10b1612-0570-11f0-8228-000c29bc6f5e
Plan B "Завтрак Папуаса" (Milk Stout) алк. 7,5% / Завтрак Папуаса, ж/б  0,45л;48;00-00018603;ЗАВТРАК ПАПУАСА (ж/б 0,45л);Plan B;Товар;С маракуйей, манго и лаймом.;322;4650139081027;кор. 12х0,45л ж/б;180;Завтрак Папуаса;Завтрак Папуаса;Plan B "Завтрак Папуаса" (Milk Stout) алк. 7,5% / Завтрак Папуаса, ж/б  0,45л;;Алкогольная продукция>Plan B Brewery>Plan B ж>б;7,50;20;21;Milk Stout;2169923;;25f9b0cc-062d-11f0-8228-000c29bc6f5e
Salden's "Smoothie Milk Sour Ale Orange"(Smoothie)алк.5%/Смузи Молочный Кислый Эль Апельсин,жб.0,45л;20;00-00018679;SMOOTHIE MILK SOUR ALE ORANGE (ж/б 0,45л);Salden's;Товар;;296;4620085786758;кор. 20х0,45л ж/б;180;Smoothie Milk Sour Ale Orange;Smoothie Milk Sour Ale Orange;Salden's "Smoothie Milk Sour Ale Orange"(Smoothie)алк.5%/Смузи Молочный Кислый Эль Апельсин,жб.0,45л;;Алкогольная продукция>Saldens>Salden's ж>б;5;;;Smoothie;6143056;;9cd98513-0ece-11f0-822d-000c29bc6f5e
Rewort Brewery & Bernin “Мексиканский полдень” (Lager - Mexican) алк. 4.0% / ЛАГЕР 26, ж/б 0,45л;322;00-00022162;МЕКСИКАНСКИЙ ПОЛДЕНЬ (ж/б 0,45л);Rewort;Товар;;233;4630522441652;кор. 12х0,45л ж/б;365;Мексиканский полдень;Мексиканский полдень;Rewort Brewery & Bernin “Мексиканский полдень” (Lager - Mexican) алк. 4.0% / ЛАГЕР 26, ж/б 0,45л;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort ж>б;4;10;15;Lager - Mexican;6622265;10;3540b34e-3cb8-11f1-9bbc-000c296fac54
Rewort Brewery & Bernin “Мексиканский полдень” (Lager - Mexican) алк. 4.0% / ЛАГЕР 26, ж/б 0,45л;322;00-00022162;МЕКСИКАНСКИЙ ПОЛДЕНЬ (ж/б 0,45л);Rewort;Товар;;233;4670161159846;кор. 12х0,45л ж/б;365;Мексиканский полдень;Мексиканский полдень;Rewort Brewery & Bernin “Мексиканский полдень” (Lager - Mexican) алк. 4.0% / ЛАГЕР 26, ж/б 0,45л;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort ж>б;4;10;15;Lager - Mexican;6622265;10;3540b34e-3cb8-11f1-9bbc-000c296fac54
GANZA Brewery "Totem" (American IРА) алк.7% / Ганза ипа 25, ж/б 0,45 л;30;00-00022175;TOTEM (ж/б 0,45);GANZA Brewery;Товар;;336;4670163076004;кор. 12х0,45л ж/б;360;Totem;Totem;GANZA Brewery "Totem" (American IРА) алк.7% / Ганза ипа 25, ж/б 0,45 л;;Алкогольная продукция>GANZA Brewery>GANZA Brewery ж>б;7;50;;American IРА;6680726;;35f8820a-3d7c-11f1-9bbc-000c296fac54
White Stone "Экземпляр №5 / Krush" (New England Hazy IPA) алк.6,4% / ВС НЕИПА Сингл 5, ж/б 0,45л;40;00-00022199;ЭКЗЕМПЛЯР №5 / KRUSH (ж/б 0,45л);White Stone;Товар;;348;4640229752883;кор. 12х0,45л ж/б;365;Экземпляр №5 / Krush;Экземпляр №5 / Krush;White Stone "Экземпляр №5 / Krush" (New England Hazy IPA) алк.6,4% / ВС НЕИПА Сингл 5, ж/б 0,45л;;Алкогольная продукция>White Stonе>White Stonе ж>б;6,40;30;;New England Hazy IPA;6647328;;5b7ece27-3fb1-11f1-9bbc-000c296fac54
White Stone "Экземпляр №5 / Krush" (New England Hazy IPA) алк.6,4% / ВС НЕИПА Сингл 5, ж/б 0,45л;40;00-00022199;ЭКЗЕМПЛЯР №5 / KRUSH (ж/б 0,45л);White Stone;Товар;;348;4640229752890;кор. 12х0,45л ж/б;365;Экземпляр №5 / Krush;Экземпляр №5 / Krush;White Stone "Экземпляр №5 / Krush" (New England Hazy IPA) алк.6,4% / ВС НЕИПА Сингл 5, ж/б 0,45л;;Алкогольная продукция>White Stonе>White Stonе ж>б;6,40;30;;New England Hazy IPA;6647328;;5b7ece27-3fb1-11f1-9bbc-000c296fac54
Red Button "Islay Porter Beer" (Imperial Porter), алк. 16% / Имперский стаут кокорун, ж/б 0,33л;17;00-00022231;ISLAY PORTER BEER (жб 0,33л);Red Button;Товар;;516;4670190944802;кор. 20х0,33л ж/б;720;Islay Porter Beer;Islay Porter Beer;Red Button "Islay Porter Beer" (Imperial Porter), алк. 16% / Имперский стаут кокорун, ж/б 0,33л;;Алкогольная продукция>Red Button>Red Button ж>б > стекло;16;;;Imperial Porter;6680769;;b5c17f42-4461-11f1-9bbc-000c296fac54
Brewmen & Big Pot "Тает первым v.1" (Sour) алк. 7%/Брюмен смузи 4,ж/б 0,45л;108;00-00022351;ТАЕТ ПЕРВЫМ V.1  (ж/б 0,45л);Brewmen;Товар;;340;4620402495745;кор. 20х0,45л ж/б;360;Тает первым v.1;Тает первым v.1;Brewmen & Big Pot "Тает первым v.1" (Sour) алк. 7%/Брюмен смузи 4,ж/б 0,45л;;Алкогольная продукция>Brewmen>Brewmen ж>б, бут;7;;;Sour Ale;6707543;;fc4eb263-5440-11f1-9bbe-000c296fac54
Selfmade "Lunar Voice" (New England Hazy IPA) алк. 6% / СБ НЕИПА 12, ж/б 0,45л;20;00-00022368;LUNAR VOICE (ж/б 0,45л);Selfmade;Товар;;353;4640235994550;кор. 12х0,45л ж/б;363;Lunar Voice;Lunar Voice;Selfmade "Lunar Voice" (New England Hazy IPA) алк. 6% / СБ НЕИПА 12, ж/б 0,45л;Новинка!;Алкогольная продукция>Selfmade>Selfmade ж>б;6;44;;New England Hazy IPA;6700936;;386d4bd6-5508-11f1-9bbe-000c296fac54
Black Cat "Леденящий котел" (Cold IPA), алк. 6.9% /БК ИПА 01.26, ж/б 0,45л;24;00-00022391;ЛЕДЕНЯЩИЙ КОТЕЛ (ж/б 0,45л);Black Cat;Товар;;317;4650300022491;кор. 12х0,45л ж/б;360;Леденящий котел;Леденящий котел;Black Cat "Леденящий котел" (Cold IPA), алк. 6.9% /БК ИПА 01.26, ж/б 0,45л;;Алкогольная продукция>Black Cat Brewery>Black Cat Brewery стекло > жб;6,90;55;;Cold IPA;6716776;;af4c190e-5803-11f1-9bbe-000c296fac54
Ортодокс “Фестивальное” (Vienna Lager) алк. 4,5% /ФЕСТИВАЛЬНОЕ, пэт кег 20л/шт;2;00-00022406;ФЕСТИВАЛЬНОЕ (пэт кег 20л/шт);ОРТОДОКС;Товар;;0;4670161157538;пэт кег 20л/шт;365;Фестивальное;Фестивальное;Ортодокс “Фестивальное” (Vienna Lager) алк. 4,5% /ФЕСТИВАЛЬНОЕ, пэт кег 20л/шт;;Алкогольная продукция>SVOI (Сергиев Посад)>Ортодокс кег пэт;4,50;20;12,50;Vienna Lager;5704407;;e7a5aa9f-58f4-11f1-9bbe-000c296fac54
Plan B "Leslie Nelson 2 1/2" (Double New England IPA) алк. 8% / План Б светлое-9, ж/б 0,45л;17;00-00022431;LESLIE NELSON 2 1/2 (ж/б  0,45л);Plan B;Товар;;343;4650139081119;кор. 12х0,45л ж/б;180;Leslie Nelson 2 1/2;Leslie Nelson 2 1/2;Plan B "Leslie Nelson 2 1/2" (Double New England IPA) алк. 8% / План Б светлое-9, ж/б 0,45л;;Алкогольная продукция>Plan B Brewery>Plan B ж>б;8;40;;Double New England IPA;6728130;;714af85e-5a70-11f1-9bbe-000c296fac54
Red Button "CHERRYNADE" (lemonade), алк.% /Черринад ж/б 0,33л;9;00-00022443;CHERRYNADE (жб 0,33л);Red Button;Товар;;206;4670190944895;кор. 20х0,33л ж/б;360;CHERRYNADE;CHERRYNADE;Red Button "CHERRYNADE" (lemonade), алк.% /Черринад ж/б 0,33л;;Алкогольная продукция>Red Button>Red Button Б>А;;;;Lemonade;;;a76cd7a3-5b54-11f1-9bbe-000c296fac54
Red Rocket "ACES" (Lager - IPL) алк. 4.5% / РЕД РОКЕТ ПРЕМИУМ ЛАГЕР, пэт кег 30л/шт;2;00-00022457;ACES (пэт кег 30л/шт);Red Rocket;Товар;;15200;4640229932605;пэт кег 30л/шт;180;ACES;ACES;Red Rocket "ACES" (Lager - IPL) алк. 4.5% / РЕД РОКЕТ ПРЕМИУМ ЛАГЕР, пэт кег 30л/шт;;Алкогольная продукция>Red Rocket Brewery>Red Rocket кег;4,50;30;;Lager;6673638;;e11f07c8-5e4d-11f1-9bbe-000c296fac54
